musher,bib,intime,indogs,outtime,outdogs,rest,enroute,prev,speed,checkName,inTime,outTime,prevTime,enrouteTime,restTime,dropDogs,rest24,cpOrder,finalOrder,rest8
Lance Mackey,44,3/12 08:57:00,12,3/12 15:08:00,12,6h 11m,5h 47m,3/12 03:10:00,6.92,Shaktoolik,2019-03-12T08:57:00Z,2019-03-12T15:08:00Z,2019-03-12T03:10:00Z,347,371,0,0,29,27,0
Ed Hopkins,33,3/12 10:35:00,12,3/12 16:51:00,12,6h 16m,6h 39m,3/12 03:56:00,6.02,Shaktoolik,2019-03-12T10:35:00Z,2019-03-12T16:51:00Z,2019-03-12T03:56:00Z,399,376,0,0,31,22,0
Martin Buser,21,3/12 09:59:00,12,3/12 16:55:00,12,6h 56m,7h 41m,3/12 02:18:00,5.21,Shaktoolik,2019-03-12T09:59:00Z,2019-03-12T16:55:00Z,2019-03-12T02:18:00Z,461,416,0,0,30,23,0
Sarah Stokey,52,3/12 13:08:00,11,3/12 18:34:00,11,5h 26m,6h 3m,3/12 07:05:00,6.61,Shaktoolik,2019-03-12T13:08:00Z,2019-03-12T18:34:00Z,2019-03-12T07:05:00Z,363,326,0,0,32,35,0
Jason Campeau,12,3/12 13:40:00,9,3/13 06:05:00,9,16h 25m,6h 35m,3/12 07:05:00,6.08,Shaktoolik,2019-03-12T13:40:00Z,2019-03-13T06:05:00Z,2019-03-12T07:05:00Z,395,985,0,0,33,31,1
Ryan Santiago,49,3/13 06:15:00,13,3/13 12:31:00,13,6h 16m,6h 28m,3/12 23:47:00,6.19,Shaktoolik,2019-03-13T06:15:00Z,2019-03-13T12:31:00Z,2019-03-12T23:47:00Z,388,376,0,0,35,30,0
Jessica Klejka,24,3/13 04:50:00,11,3/13 12:32:00,11,7h 42m,6h 23m,3/12 22:27:00,6.27,Shaktoolik,2019-03-13T04:50:00Z,2019-03-13T12:32:00Z,2019-03-12T22:27:00Z,383,462,0,0,34,32,0
Martin Apayauq Reitan,39,3/13 09:20:00,13,3/13 13:33:00,13,4h 13m,7h 29m,3/13 01:51:00,5.35,Shaktoolik,2019-03-13T09:20:00Z,2019-03-13T13:33:00Z,2019-03-13T01:51:00Z,449,253,0,0,36,29,0
Michael Baker,41,3/14 07:21:00,9,3/14 14:03:00,9,6h 42m,6h 6m,3/14 01:15:00,6.56,Shaktoolik,2019-03-14T07:21:00Z,2019-03-14T14:03:00Z,2019-03-14T01:15:00Z,366,402,0,0,37,34,0
Alison Lifka,37,3/14 08:28:00,13,3/14 15:32:00,13,7h 4m,5h 36m,3/14 02:52:00,7.14,Shaktoolik,2019-03-14T08:28:00Z,2019-03-14T15:32:00Z,2019-03-14T02:52:00Z,336,424,0,0,38,33,0
Kristin Bacon,8,3/14 10:06:00,12,3/14 18:36:00,11,8h 30m,7h 44m,3/14 02:22:00,5.17,Shaktoolik,2019-03-14T10:06:00Z,2019-03-14T18:36:00Z,2019-03-14T02:22:00Z,464,510,1,0,40,39,1
Anja Radano,2,3/14 09:24:00,10,3/14 18:39:00,10,9h 15m,6h 51m,3/14 02:33:00,5.84,Shaktoolik,2019-03-14T09:24:00Z,2019-03-14T18:39:00Z,2019-03-14T02:33:00Z,411,555,0,0,39,36,1
Blair Braverman,11,3/14 15:21:00,10,3/14 20:41:00,10,5h 20m,7h 14m,3/14 08:07:00,5.53,Shaktoolik,2019-03-14T15:21:00Z,2019-03-14T20:41:00Z,2019-03-14T08:07:00Z,434,320,0,0,44,37,0
Victoria Hardwick,30,3/14 15:19:00,14,3/14 22:47:00,14,7h 28m,6h 41m,3/14 08:38:00,5.99,Shaktoolik,2019-03-14T15:19:00Z,2019-03-14T22:47:00Z,2019-03-14T08:38:00Z,401,448,0,0,42,40,0
Cindy Gallea,53,3/14 15:20:00,8,3/15 00:10:00,8,8h 50m,6h 21m,3/14 08:59:00,6.3,Shaktoolik,2019-03-14T15:20:00Z,2019-03-15T00:10:00Z,2019-03-14T08:59:00Z,381,530,0,0,43,NA,1
Jeremy Keller,48,3/14 15:14:00,8,3/15 00:22:00,8,9h 8m,6h 11m,3/14 09:03:00,6.47,Shaktoolik,2019-03-14T15:14:00Z,2019-03-15T00:22:00Z,2019-03-14T09:03:00Z,371,548,0,0,41,38,1
Nicolas Petit,20,3/10 19:57:00,10,NA,10,NA,5h 9m,3/10 14:48:00,7.77,Shaktoolik,2019-03-10T19:57:00Z,NA,2019-03-10T14:48:00Z,309,NA,0,NA,1,NA,NA
Ryan Redington,22,3/11 11:44:00,9,NA,9,NA,6h 0m,3/11 05:44:00,6.67,Shaktoolik,2019-03-11T11:44:00Z,NA,2019-03-11T05:44:00Z,360,NA,0,NA,13,NA,NA
Brett Bruggeman,35,3/12 00:36:00,11,NA,11,NA,5h 56m,3/11 18:40:00,6.74,Shaktoolik,2019-03-12T00:36:00Z,NA,2019-03-11T18:40:00Z,356,NA,0,NA,23,NA,NA
Peter Kaiser,9,3/11 08:54:00,10,3/11 14:15:00,9,5h 21m,7h 28m,3/11 01:26:00,6.7,Koyuk,2019-03-11T08:54:00Z,2019-03-11T14:15:00Z,2019-03-11T01:26:00Z,448,321,1,0,1,1,0
Joar Leifseth Ulsom,28,3/11 09:59:00,9,3/11 15:15:00,8,5h 16m,8h 20m,3/11 01:39:00,6,Koyuk,2019-03-11T09:59:00Z,2019-03-11T15:15:00Z,2019-03-11T01:39:00Z,500,316,1,0,2,2,0
Jessie Royer,14,3/11 11:46:00,12,3/11 16:55:00,11,5h 9m,8h 37m,3/11 03:09:00,5.8,Koyuk,2019-03-11T11:46:00Z,2019-03-11T16:55:00Z,2019-03-11T03:09:00Z,517,309,1,0,3,3,0
Aliy Zirkle,19,3/11 19:21:00,11,3/12 00:29:00,11,5h 8m,9h 1m,3/11 10:20:00,5.55,Koyuk,2019-03-11T19:21:00Z,2019-03-12T00:29:00Z,2019-03-11T10:20:00Z,541,308,0,0,4,4,0
Jessie Holmes,5,3/11 19:49:00,10,3/12 01:25:00,9,5h 36m,9h 31m,3/11 10:18:00,5.25,Koyuk,2019-03-11T19:49:00Z,2019-03-12T01:25:00Z,2019-03-11T10:18:00Z,571,336,1,0,5,28,0
Matt Hall,3,3/11 22:15:00,9,3/12 03:20:00,9,5h 5m,8h 54m,3/11 13:21:00,5.62,Koyuk,2019-03-11T22:15:00Z,2019-03-12T03:20:00Z,2019-03-11T13:21:00Z,534,305,0,0,7,6,0
Mitch Seavey,32,3/11 21:27:00,9,3/12 05:02:00,9,7h 35m,14h 9m,3/11 07:18:00,3.53,Koyuk,2019-03-11T21:27:00Z,2019-03-12T05:02:00Z,2019-03-11T07:18:00Z,849,455,0,0,6,9,0
Travis Beals,51,3/11 22:15:00,10,3/12 06:15:00,9,8h 0m,8h 43m,3/11 13:32:00,5.74,Koyuk,2019-03-11T22:15:00Z,2019-03-12T06:15:00Z,2019-03-11T13:32:00Z,523,480,1,0,8,5,1
Paige Drobny,40,3/12 00:08:00,12,3/12 06:42:00,12,6h 34m,8h 24m,3/11 15:44:00,5.95,Koyuk,2019-03-12T00:08:00Z,2019-03-12T06:42:00Z,2019-03-11T15:44:00Z,504,394,0,0,9,7,0
Aaron Burmeister,38,3/12 01:15:00,11,3/12 07:43:00,11,6h 28m,9h 32m,3/11 15:43:00,5.24,Koyuk,2019-03-12T01:15:00Z,2019-03-12T07:43:00Z,2019-03-11T15:43:00Z,572,388,0,0,10,10,0
Ramey Smyth,6,3/12 04:02:00,12,3/12 09:01:00,12,4h 59m,8h 51m,3/11 19:11:00,5.65,Koyuk,2019-03-12T04:02:00Z,2019-03-12T09:01:00Z,2019-03-11T19:11:00Z,531,299,0,0,11,8,0
Richie Diehl,29,3/12 05:18:00,10,3/12 11:23:00,10,6h 5m,8h 19m,3/11 20:59:00,6.01,Koyuk,2019-03-12T05:18:00Z,2019-03-12T11:23:00Z,2019-03-11T20:59:00Z,499,365,0,0,13,11,0
Jeff King,23,3/12 04:52:00,13,3/12 13:21:00,13,8h 29m,7h 40m,3/11 21:12:00,6.52,Koyuk,2019-03-12T04:52:00Z,2019-03-12T13:21:00Z,2019-03-11T21:12:00Z,460,509,0,0,12,13,1
Mats Pettersson,4,3/12 08:37:00,9,3/12 13:56:00,8,5h 19m,9h 39m,3/11 22:58:00,5.18,Koyuk,2019-03-12T08:37:00Z,2019-03-12T13:56:00Z,2019-03-11T22:58:00Z,579,319,1,0,15,20,0
Linwood Fiedler,15,3/12 07:41:00,12,3/12 14:08:00,12,6h 27m,8h 30m,3/11 23:11:00,5.88,Koyuk,2019-03-12T07:41:00Z,2019-03-12T14:08:00Z,2019-03-11T23:11:00Z,510,387,0,0,14,12,0
Wade Marrs,36,3/12 11:40:00,9,3/12 16:42:00,9,5h 2m,7h 37m,3/12 04:03:00,6.56,Koyuk,2019-03-12T11:40:00Z,2019-03-12T16:42:00Z,2019-03-12T04:03:00Z,457,302,0,0,16,14,0
Kristy Berington,26,3/12 14:38:00,11,3/12 21:39:00,11,7h 1m,8h 36m,3/12 06:02:00,5.81,Koyuk,2019-03-12T14:38:00Z,2019-03-12T21:39:00Z,2019-03-12T06:02:00Z,516,421,0,0,17,16,0
Anna Berington,10,3/12 14:39:00,10,3/12 21:39:00,9,7h 0m,8h 38m,3/12 06:01:00,5.79,Koyuk,2019-03-12T14:39:00Z,2019-03-12T21:39:00Z,2019-03-12T06:01:00Z,518,420,1,0,18,17,0
Seth Barnes,45,3/12 16:04:00,10,3/12 22:04:00,10,6h 0m,8h 1m,3/12 08:03:00,6.24,Koyuk,2019-03-12T16:04:00Z,2019-03-12T22:04:00Z,2019-03-12T08:03:00Z,481,360,0,0,19,19,0
Jeff Deeter,25,3/12 16:23:00,8,3/12 22:10:00,8,5h 47m,7h 58m,3/12 08:25:00,6.28,Koyuk,2019-03-12T16:23:00Z,2019-03-12T22:10:00Z,2019-03-12T08:25:00Z,478,347,0,0,20,15,0
Aaron Peck,47,3/12 19:57:00,7,3/13 04:45:00,7,8h 48m,8h 27m,3/12 11:30:00,5.92,Koyuk,2019-03-12T19:57:00Z,2019-03-13T04:45:00Z,2019-03-12T11:30:00Z,507,528,0,0,22,24,1
Charley Bejna,31,3/12 20:15:00,9,3/13 04:48:00,8,8h 33m,8h 31m,3/12 11:44:00,5.87,Koyuk,2019-03-12T20:15:00Z,2019-03-13T04:48:00Z,2019-03-12T11:44:00Z,511,513,1,0,23,25,1
Matthew Failor,17,3/12 17:37:00,11,3/13 04:49:00,10,11h 12m,28h 0m,3/11 13:37:00,1.79,Koyuk,2019-03-12T17:37:00Z,2019-03-13T04:49:00Z,2019-03-11T13:37:00Z,1680,672,1,0,21,18,1
Richie Beattie,50,3/12 23:32:00,10,3/13 05:54:00,10,6h 22m,8h 24m,3/12 15:08:00,5.95,Koyuk,2019-03-12T23:32:00Z,2019-03-13T05:54:00Z,2019-03-12T15:08:00Z,504,382,0,0,24,21,0
Ed Hopkins,33,3/13 00:54:00,12,3/13 07:50:00,11,6h 56m,8h 3m,3/12 16:51:00,6.21,Koyuk,2019-03-13T00:54:00Z,2019-03-13T07:50:00Z,2019-03-12T16:51:00Z,483,416,1,0,28,22,0
Sarah Stokey,52,3/13 02:36:00,11,3/13 09:32:00,10,6h 56m,8h 2m,3/12 18:34:00,6.22,Koyuk,2019-03-13T02:36:00Z,2019-03-13T09:32:00Z,2019-03-12T18:34:00Z,482,416,1,0,29,35,0
Martin Buser,21,3/13 00:10:00,12,3/13 09:41:00,12,9h 31m,7h 15m,3/12 16:55:00,6.9,Koyuk,2019-03-13T00:10:00Z,2019-03-13T09:41:00Z,2019-03-12T16:55:00Z,435,571,0,0,27,23,1
Michi Konno,43,3/13 00:08:00,8,3/13 10:12:00,8,10h 4m,9h 18m,3/12 14:50:00,5.38,Koyuk,2019-03-13T00:08:00Z,2019-03-13T10:12:00Z,2019-03-12T14:50:00Z,558,604,0,0,26,26,1
Lance Mackey,44,3/12 23:48:00,12,3/13 20:22:00,12,20h 34m,8h 40m,3/12 15:08:00,5.77,Koyuk,2019-03-12T23:48:00Z,2019-03-13T20:22:00Z,2019-03-12T15:08:00Z,520,1234,0,0,25,27,1
Jason Campeau,12,3/13 15:11:00,9,3/13 21:25:00,9,6h 14m,9h 6m,3/13 06:05:00,5.49,Koyuk,2019-03-13T15:11:00Z,2019-03-13T21:25:00Z,2019-03-13T06:05:00Z,546,374,0,0,30,31,0
Ryan Santiago,49,3/13 20:47:00,13,3/14 06:38:00,13,9h 51m,8h 16m,3/13 12:31:00,6.05,Koyuk,2019-03-13T20:47:00Z,2019-03-14T06:38:00Z,2019-03-13T12:31:00Z,496,591,0,0,31,30,1
Jessica Klejka,24,3/13 20:52:00,11,3/14 06:38:00,11,9h 46m,8h 20m,3/13 12:32:00,6,Koyuk,2019-03-13T20:52:00Z,2019-03-14T06:38:00Z,2019-03-13T12:32:00Z,500,586,0,0,32,32,1
Martin Apayauq Reitan,39,3/13 22:28:00,13,3/14 06:38:00,13,8h 10m,8h 55m,3/13 13:33:00,5.61,Koyuk,2019-03-13T22:28:00Z,2019-03-14T06:38:00Z,2019-03-13T13:33:00Z,535,490,0,0,33,29,1
Michael Baker,41,3/14 21:03:00,9,3/15 07:43:00,9,10h 40m,7h 0m,3/14 14:03:00,7.14,Koyuk,2019-03-14T21:03:00Z,2019-03-15T07:43:00Z,2019-03-14T14:03:00Z,420,640,0,0,34,34,1
Alison Lifka,37,3/14 22:09:00,13,3/15 08:50:00,12,10h 41m,6h 37m,3/14 15:32:00,7.56,Koyuk,2019-03-14T22:09:00Z,2019-03-15T08:50:00Z,2019-03-14T15:32:00Z,397,641,1,0,35,33,1
Kristin Bacon,8,3/15 02:06:00,11,3/15 09:23:00,11,7h 17m,7h 30m,3/14 18:36:00,6.67,Koyuk,2019-03-15T02:06:00Z,2019-03-15T09:23:00Z,2019-03-14T18:36:00Z,450,437,0,0,37,39,0
Anja Radano,2,3/15 02:05:00,10,3/15 09:28:00,10,7h 23m,7h 26m,3/14 18:39:00,6.73,Koyuk,2019-03-15T02:05:00Z,2019-03-15T09:28:00Z,2019-03-14T18:39:00Z,446,443,0,0,36,36,0
Blair Braverman,11,3/15 04:01:00,10,3/15 13:29:00,10,9h 28m,7h 20m,3/14 20:41:00,6.82,Koyuk,2019-03-15T04:01:00Z,2019-03-15T13:29:00Z,2019-03-14T20:41:00Z,440,568,0,0,38,37,1
Victoria Hardwick,30,3/15 06:21:00,14,3/15 13:30:00,11,7h 9m,7h 34m,3/14 22:47:00,6.61,Koyuk,2019-03-15T06:21:00Z,2019-03-15T13:30:00Z,2019-03-14T22:47:00Z,454,429,3,0,39,40,0
Cindy Gallea,53,3/15 08:01:00,8,3/15 15:53:00,7,7h 52m,7h 51m,3/15 00:10:00,6.37,Koyuk,2019-03-15T08:01:00Z,2019-03-15T15:53:00Z,2019-03-15T00:10:00Z,471,472,1,0,41,NA,0
Jeremy Keller,48,3/15 07:47:00,8,3/15 16:42:00,8,8h 55m,7h 25m,3/15 00:22:00,6.74,Koyuk,2019-03-15T07:47:00Z,2019-03-15T16:42:00Z,2019-03-15T00:22:00Z,445,535,0,0,40,38,1
Peter Kaiser,9,3/11 21:57:00,9,3/12 00:41:00,8,2h 44m,7h 42m,3/11 14:15:00,6.23,Elim,2019-03-11T21:57:00Z,2019-03-12T00:41:00Z,2019-03-11T14:15:00Z,462,164,1,0,1,1,0
Joar Leifseth Ulsom,28,3/11 22:47:00,8,3/12 00:46:00,8,1h 59m,7h 32m,3/11 15:15:00,6.37,Elim,2019-03-11T22:47:00Z,2019-03-12T00:46:00Z,2019-03-11T15:15:00Z,452,119,0,0,2,2,0
Jessie Royer,14,3/12 00:47:00,11,3/12 04:46:00,11,3h 59m,7h 52m,3/11 16:55:00,6.1,Elim,2019-03-12T00:47:00Z,2019-03-12T04:46:00Z,2019-03-11T16:55:00Z,472,239,0,0,3,3,0
Aliy Zirkle,19,3/12 08:06:00,11,3/12 12:11:00,11,4h 5m,7h 37m,3/12 00:29:00,6.3,Elim,2019-03-12T08:06:00Z,2019-03-12T12:11:00Z,2019-03-12T00:29:00Z,457,245,0,0,4,4,0
Matt Hall,3,3/12 10:44:00,9,3/12 14:28:00,9,3h 44m,7h 24m,3/12 03:20:00,6.49,Elim,2019-03-12T10:44:00Z,2019-03-12T14:28:00Z,2019-03-12T03:20:00Z,444,224,0,0,5,6,0
Travis Beals,51,3/12 13:04:00,9,3/12 15:21:00,8,2h 17m,6h 49m,3/12 06:15:00,7.04,Elim,2019-03-12T13:04:00Z,2019-03-12T15:21:00Z,2019-03-12T06:15:00Z,409,137,1,0,7,5,0
Paige Drobny,40,3/12 13:26:00,12,3/12 15:57:00,12,2h 31m,6h 44m,3/12 06:42:00,7.13,Elim,2019-03-12T13:26:00Z,2019-03-12T15:57:00Z,2019-03-12T06:42:00Z,404,151,0,0,8,7,0
Mitch Seavey,32,3/12 12:27:00,9,3/12 16:05:00,9,3h 38m,7h 25m,3/12 05:02:00,6.47,Elim,2019-03-12T12:27:00Z,2019-03-12T16:05:00Z,2019-03-12T05:02:00Z,445,218,0,0,6,9,0
Ramey Smyth,6,3/12 16:16:00,12,3/12 18:32:00,11,2h 16m,7h 15m,3/12 09:01:00,6.62,Elim,2019-03-12T16:16:00Z,2019-03-12T18:32:00Z,2019-03-12T09:01:00Z,435,136,1,0,10,8,0
Aaron Burmeister,38,3/12 15:56:00,11,3/12 19:40:00,11,3h 44m,8h 13m,3/12 07:43:00,5.84,Elim,2019-03-12T15:56:00Z,2019-03-12T19:40:00Z,2019-03-12T07:43:00Z,493,224,0,0,9,10,0
Richie Diehl,29,3/12 18:10:00,10,3/12 22:08:00,10,3h 58m,6h 47m,3/12 11:23:00,7.08,Elim,2019-03-12T18:10:00Z,2019-03-12T22:08:00Z,2019-03-12T11:23:00Z,407,238,0,0,11,11,0
Linwood Fiedler,15,3/12 20:35:00,12,3/13 00:04:00,12,3h 29m,6h 27m,3/12 14:08:00,7.44,Elim,2019-03-12T20:35:00Z,2019-03-13T00:04:00Z,2019-03-12T14:08:00Z,387,209,0,0,13,12,0
Jeff King,23,3/12 19:48:00,13,3/13 02:53:00,13,7h 5m,6h 27m,3/12 13:21:00,7.44,Elim,2019-03-12T19:48:00Z,2019-03-13T02:53:00Z,2019-03-12T13:21:00Z,387,425,0,0,12,13,0
Wade Marrs,36,3/12 22:58:00,9,3/13 03:46:00,9,4h 48m,6h 16m,3/12 16:42:00,7.66,Elim,2019-03-12T22:58:00Z,2019-03-13T03:46:00Z,2019-03-12T16:42:00Z,376,288,0,0,15,14,0
Mats Pettersson,4,3/12 22:42:00,8,3/13 04:03:00,8,5h 21m,8h 46m,3/12 13:56:00,5.48,Elim,2019-03-12T22:42:00Z,2019-03-13T04:03:00Z,2019-03-12T13:56:00Z,526,321,0,0,14,20,0
Jeff Deeter,25,3/13 04:49:00,8,3/13 09:51:00,7,5h 2m,6h 39m,3/12 22:10:00,7.22,Elim,2019-03-13T04:49:00Z,2019-03-13T09:51:00Z,2019-03-12T22:10:00Z,399,302,1,0,16,15,0
Kristy Berington,26,3/13 04:51:00,11,3/13 11:32:00,11,6h 41m,7h 12m,3/12 21:39:00,6.67,Elim,2019-03-13T04:51:00Z,2019-03-13T11:32:00Z,2019-03-12T21:39:00Z,432,401,0,0,17,16,0
Anna Berington,10,3/13 04:52:00,9,3/13 11:34:00,9,6h 42m,7h 13m,3/12 21:39:00,6.65,Elim,2019-03-13T04:52:00Z,2019-03-13T11:34:00Z,2019-03-12T21:39:00Z,433,402,0,0,18,17,0
Seth Barnes,45,3/13 05:16:00,10,3/13 11:35:00,8,6h 19m,7h 12m,3/12 22:04:00,6.67,Elim,2019-03-13T05:16:00Z,2019-03-13T11:35:00Z,2019-03-12T22:04:00Z,432,379,2,0,19,19,0
Matthew Failor,17,3/13 11:36:00,10,3/13 15:27:00,10,3h 51m,6h 47m,3/13 04:49:00,7.08,Elim,2019-03-13T11:36:00Z,2019-03-13T15:27:00Z,2019-03-13T04:49:00Z,407,231,0,0,20,18,0
Aaron Peck,47,3/13 11:49:00,7,3/13 16:17:00,7,4h 28m,7h 4m,3/13 04:45:00,6.79,Elim,2019-03-13T11:49:00Z,2019-03-13T16:17:00Z,2019-03-13T04:45:00Z,424,268,0,0,21,24,0
Jessie Holmes,5,3/13 13:51:00,9,3/13 19:19:00,9,5h 28m,36h 26m,3/12 01:25:00,1.32,Elim,2019-03-13T13:51:00Z,2019-03-13T19:19:00Z,2019-03-12T01:25:00Z,2186,328,0,0,23,28,0
Richie Beattie,50,3/13 13:48:00,10,3/13 19:20:00,9,5h 32m,7h 54m,3/13 05:54:00,6.08,Elim,2019-03-13T13:48:00Z,2019-03-13T19:20:00Z,2019-03-13T05:54:00Z,474,332,1,0,22,21,0
Ed Hopkins,33,3/13 15:29:00,11,3/13 20:33:00,10,5h 4m,7h 39m,3/13 07:50:00,6.27,Elim,2019-03-13T15:29:00Z,2019-03-13T20:33:00Z,2019-03-13T07:50:00Z,459,304,1,0,25,22,0
Martin Buser,21,3/13 16:41:00,12,3/14 00:26:00,12,7h 45m,7h 0m,3/13 09:41:00,6.86,Elim,2019-03-13T16:41:00Z,2019-03-14T00:26:00Z,2019-03-13T09:41:00Z,420,465,0,0,26,23,0
Charley Bejna,31,3/13 13:53:00,8,3/14 00:27:00,7,10h 34m,9h 5m,3/13 04:48:00,5.28,Elim,2019-03-13T13:53:00Z,2019-03-14T00:27:00Z,2019-03-13T04:48:00Z,545,634,1,0,24,25,1
Michi Konno,43,3/13 18:13:00,8,3/14 00:42:00,8,6h 29m,8h 1m,3/13 10:12:00,5.99,Elim,2019-03-13T18:13:00Z,2019-03-14T00:42:00Z,2019-03-13T10:12:00Z,481,389,0,0,27,26,0
Sarah Stokey,52,3/13 18:46:00,10,3/14 00:47:00,10,6h 1m,9h 14m,3/13 09:32:00,5.2,Elim,2019-03-13T18:46:00Z,2019-03-14T00:47:00Z,2019-03-13T09:32:00Z,554,361,0,0,28,35,0
Lance Mackey,44,3/14 02:39:00,12,3/14 09:34:00,12,6h 55m,6h 17m,3/13 20:22:00,7.64,Elim,2019-03-14T02:39:00Z,2019-03-14T09:34:00Z,2019-03-13T20:22:00Z,377,415,0,0,29,27,0
Jason Campeau,12,3/14 04:15:00,9,3/14 09:34:00,8,5h 19m,6h 50m,3/13 21:25:00,7.02,Elim,2019-03-14T04:15:00Z,2019-03-14T09:34:00Z,2019-03-13T21:25:00Z,410,319,1,0,30,31,0
Ryan Santiago,49,3/14 12:04:00,13,3/14 18:46:00,13,6h 42m,5h 26m,3/14 06:38:00,8.83,Elim,2019-03-14T12:04:00Z,2019-03-14T18:46:00Z,2019-03-14T06:38:00Z,326,402,0,0,31,30,0
Jessica Klejka,24,3/14 13:05:00,11,3/14 18:58:00,11,5h 53m,6h 27m,3/14 06:38:00,7.44,Elim,2019-03-14T13:05:00Z,2019-03-14T18:58:00Z,2019-03-14T06:38:00Z,387,353,0,0,32,32,0
Martin Apayauq Reitan,39,3/14 13:07:00,13,3/14 19:02:00,12,5h 55m,6h 29m,3/14 06:38:00,7.4,Elim,2019-03-14T13:07:00Z,2019-03-14T19:02:00Z,2019-03-14T06:38:00Z,389,355,1,0,33,29,0
Michael Baker,41,3/15 14:32:00,9,3/15 21:16:00,9,6h 44m,6h 49m,3/15 07:43:00,7.04,Elim,2019-03-15T14:32:00Z,2019-03-15T21:16:00Z,2019-03-15T07:43:00Z,409,404,0,0,34,34,0
Alison Lifka,37,3/15 15:07:00,12,3/15 22:22:00,12,7h 15m,6h 17m,3/15 08:50:00,7.64,Elim,2019-03-15T15:07:00Z,2019-03-15T22:22:00Z,2019-03-15T08:50:00Z,377,435,0,0,35,33,0
Blair Braverman,11,3/15 21:37:00,10,3/16 02:12:00,10,4h 35m,8h 8m,3/15 13:29:00,5.9,Elim,2019-03-15T21:37:00Z,2019-03-16T02:12:00Z,2019-03-15T13:29:00Z,488,275,0,0,38,37,0
Anja Radano,2,3/15 17:50:00,10,3/16 02:25:00,10,8h 35m,8h 22m,3/15 09:28:00,5.74,Elim,2019-03-15T17:50:00Z,2019-03-16T02:25:00Z,2019-03-15T09:28:00Z,502,515,0,0,36,36,1
Kristin Bacon,8,3/15 17:52:00,11,3/16 02:40:00,11,8h 48m,8h 29m,3/15 09:23:00,5.66,Elim,2019-03-15T17:52:00Z,2019-03-16T02:40:00Z,2019-03-15T09:23:00Z,509,528,0,0,37,39,1
Jeremy Keller,48,3/15 23:20:00,8,3/16 06:38:00,8,7h 18m,6h 38m,3/15 16:42:00,7.24,Elim,2019-03-15T23:20:00Z,2019-03-16T06:38:00Z,2019-03-15T16:42:00Z,398,438,0,0,40,38,0
Victoria Hardwick,30,3/15 22:03:00,11,3/16 06:39:00,11,8h 36m,8h 33m,3/15 13:30:00,5.61,Elim,2019-03-15T22:03:00Z,2019-03-16T06:39:00Z,2019-03-15T13:30:00Z,513,516,0,0,39,40,1
Cindy Gallea,53,3/15 23:22:00,7,3/16 07:06:00,7,7h 44m,7h 29m,3/15 15:53:00,6.41,Elim,2019-03-15T23:22:00Z,2019-03-16T07:06:00Z,2019-03-15T15:53:00Z,449,464,0,0,41,NA,0
Peter Kaiser,9,3/12 08:05:00,8,3/12 16:05:00,8,8h 0m,7h 24m,3/12 00:41:00,6.22,White Mountain,2019-03-12T08:05:00Z,2019-03-12T16:05:00Z,2019-03-12T00:41:00Z,444,480,0,0,1,1,1
Joar Leifseth Ulsom,28,3/12 08:46:00,8,3/12 16:47:00,8,8h 1m,8h 0m,3/12 00:46:00,5.75,White Mountain,2019-03-12T08:46:00Z,2019-03-12T16:47:00Z,2019-03-12T00:46:00Z,480,481,0,0,2,2,1
Jessie Royer,14,3/12 12:40:00,11,3/12 20:46:00,11,8h 6m,7h 54m,3/12 04:46:00,5.82,White Mountain,2019-03-12T12:40:00Z,2019-03-12T20:46:00Z,2019-03-12T04:46:00Z,474,486,0,0,3,3,1
Aliy Zirkle,19,3/12 19:47:00,11,3/13 03:47:00,11,8h 0m,7h 36m,3/12 12:11:00,6.05,White Mountain,2019-03-12T19:47:00Z,2019-03-13T03:47:00Z,2019-03-12T12:11:00Z,456,480,0,0,4,4,1
Matt Hall,3,3/12 21:46:00,9,3/13 05:46:00,9,8h 0m,7h 18m,3/12 14:28:00,6.3,White Mountain,2019-03-12T21:46:00Z,2019-03-13T05:46:00Z,2019-03-12T14:28:00Z,438,480,0,0,5,6,1
Travis Beals,51,3/12 22:26:00,8,3/13 06:26:00,8,8h 0m,7h 5m,3/12 15:21:00,6.49,White Mountain,2019-03-12T22:26:00Z,2019-03-13T06:26:00Z,2019-03-12T15:21:00Z,425,480,0,0,6,5,1
Paige Drobny,40,3/12 23:04:00,12,3/13 07:15:00,11,8h 11m,7h 7m,3/12 15:57:00,6.46,White Mountain,2019-03-12T23:04:00Z,2019-03-13T07:15:00Z,2019-03-12T15:57:00Z,427,491,1,0,7,7,1
Ramey Smyth,6,3/13 02:32:00,11,3/13 10:32:00,9,8h 0m,8h 0m,3/12 18:32:00,5.75,White Mountain,2019-03-13T02:32:00Z,2019-03-13T10:32:00Z,2019-03-12T18:32:00Z,480,480,2,0,8,8,1
Aaron Burmeister,38,3/13 03:48:00,11,3/13 11:48:00,10,8h 0m,8h 8m,3/12 19:40:00,5.66,White Mountain,2019-03-13T03:48:00Z,2019-03-13T11:48:00Z,2019-03-12T19:40:00Z,488,480,1,0,9,10,1
Mitch Seavey,32,3/13 04:14:00,9,3/13 12:14:00,8,8h 0m,12h 9m,3/12 16:05:00,3.79,White Mountain,2019-03-13T04:14:00Z,2019-03-13T12:14:00Z,2019-03-12T16:05:00Z,729,480,1,0,10,9,1
